Code	Description	Information
744X	APPLELEAF	<title>RFA</title><country>UNITED KINGDOM</country><platformclass>39 Naval vessel</platformclass><commissioned>1959</commissioned><decommissioned>1970</decommissioned><pennant>A83</pennant><notes>Royal Fleet Auxillary Leaf-class tanker. Launched as George Lyras. Returned to commercial service in 1970 and replaced by another ship of the same name (A79).</notes><previous_name>George Lyras</previous_name>
744Y	NOTTINGHAM	<title>HMS</title><country>UNITED KINGDOM</country><platformclass>39 Naval vessel</platformclass><callsign>GZIR</callsign><commissioned>1983-04-14</commissioned><decommissioned>2010-02-11</decommissioned><pennant>D91</pennant><notes>Royal Navy Type 42 destroyer.</notes>
744Z	BRAZEN	<title>HMS</title><country>UNITED KINGDOM</country><platformclass>39 Naval vessel</platformclass><commissioned>1982-07-02</commissioned><decommissioned>1994</decommissioned><pennant>F91</pennant><notes>Royal Navy Type 22 frigate. Sold to Brazil and renamed Bosisio after decommissioning.</notes>
745A	ACTIVE	<title>HMS</title><country>UNITED KINGDOM</country><platformclass>39 Naval vessel</platformclass><commissioned>1977-07-19</commissioned><decommissioned>1994-09-23</decommissioned><pennant>F171</pennant><notes>Royal Navy Type 21 frigate. Sold to Pakistan and renamed PNS Shah Jahan after decommissioning.</notes>
745B	BILDESTON	<country>UNITED KINGDOM</country>
745C	BRINTON	<country>UNITED KINGDOM</country>
745D	FORT COULONGE	<country>UNITED KINGDOM</country>
745E	KINLOSS	<country>UNITED KINGDOM</country>
745F	FRANCONIA	<country>UNITED KINGDOM</country>
745G	KIRKLISTON	<country>UNITED KINGDOM</country>
745H	LONDONDERRY	<country>UNITED KINGDOM</country>
745J	MAXTON	<country>UNITED KINGDOM</country>
745K	SHAVINGTON	<country>UNITED KINGDOM</country>
745L	SIRIUS	<title>HMS</title><country>UNITED KINGDOM</country><platformclass>39 Naval vessel</platformclass><commissioned>1966-06-15</commissioned><decommissioned>1993-02-27</decommissioned><pennant>F40</pennant><notes>Royal Navy Leander-class frigate. Sunk as a target after decommissioning.</notes>
745M	WALKERTON	<country>UNITED KINGDOM</country>
745N	MIRANDA	<country>UNITED KINGDOM</country>
745P	NIMOS	<country>UNITED KINGDOM</country>
745R	CALANUS	<title>RV</title><country>UNITED KINGDOM</country><platformclass>31 Research vessel</platformclass><callsign>GBJK</callsign><notes>SAMS, Dunstaffnage Marine Lab.</notes>
745S	LAKE HURON	<country>UNITED KINGDOM</country>
745T	LAKE SUPERIOR	<country>UNITED KINGDOM</country>
745U	ALBERT EDWARD	<country>UNITED KINGDOM</country>
745V	Our Sarah Jayne	<title>FV</title><country>UNITED KINGDOM</country><platformclass>36 Fishing vessel</platformclass><callsign>MCJX3</callsign><commissioned>1973</commissioned><pennant>BM116</pennant><notes>In some sources is referred to as "G.V. SARAH JAYNE". MMSI 235032001</notes>
746B	BORINGIA	<country>UNITED KINGDOM</country><callsign>VRSY1</callsign>
746D	Devonian	<title>MFV</title><country>UNITED KINGDOM</country><platformclass>36 Fishing vessel</platformclass><pennant>MFV 777</pennant><notes>Dartmouth fishing vessel often chartered for cruises by IOS Taunton in the early 1980s</notes>
746F	Flottbek	<IMO>9313216</IMO><country>UNITED KINGDOM</country><platformclass>32 Vessel of opportunity</platformclass><callsign>MNVK8</callsign><notes>Previously owned by Germany with call sign DPXS until 2006-09-08.</notes><previous_callsign>DPXS</previous_callsign>
746P	Pride of Bilbao	<IMO>8414582</IMO><country>UNITED KINGDOM</country><platformclass>32 Vessel of opportunity</platformclass><callsign>MTDM5</callsign><notes>Registered in Portsmouth, UK. Owned by Irish Continental Group Plc</notes><previous_name>Olympia</previous_name>
746S	Scotia	<title>SY</title><country>UNITED KINGDOM</country><platformclass>31 Research vessel</platformclass><commissioned>1902</commissioned><decommissioned>1905</decommissioned><notes>Scottish National Antarctic Expedition vessel 1902-1904.  Former Norwegian whaling ship 'Hekla' re-fitted and renamed SY Scotia. After the sinking of Titanic in April 1912, she was fitted with wireless and brought back into active service as part of the North Atlantic ice patrol.</notes><previous_name>Hekla</previous_name>
746T	Tobyroc	<title>FV</title><country>UNITED KINGDOM</country><platformclass>36 Fishing vessel</platformclass><callsign>MAES4</callsign><commissioned>1981</commissioned><pennant>NN404</pennant><notes>Alternative name Toby Roc.</notes>
746V	Velazquez	<IMO>9287699</IMO><country>UNITED KINGDOM</country><platformclass>32 Vessel of opportunity</platformclass><callsign>MCHT4</callsign><notes>Port of registry: London</notes>
747F	FIXED PLATFORMS	<country>UNITED KINGDOM</country>
747S	Scotia	<title>FRV</title><country>UNITED KINGDOM</country><platformclass>31 Research vessel</platformclass><commissioned>1948</commissioned><decommissioned>1971</decommissioned><notes>Research vessel was owned by the Scottish Executive Environment and Rural Affairs Department, Fisheries Research Services</notes>
748S	Scotia	<title>FRV</title><IMO>9144249</IMO><country>UNITED KINGDOM</country><platformclass>31 Research vessel</platformclass><callsign>MXHR6</callsign><commissioned>1998</commissioned><notes>Owned by the Scottish Executive Environment and Rural Affairs Department, Fisheries Research Services. Managed by J Marr Shipping Ltd. Live as at 2006-09</notes>
7490	MULTIPLE SHIPS	<country>UNITED KINGDOM</country>
7491	AIRCRAFT	<country>UNITED KINGDOM</country>
7498	MULTIPLE SHIPS	<country>UNITED KINGDOM</country>
7499	UNKNOWN PLATFORMS	<country>UNITED KINGDOM</country>
749S	Scotia	<title>FRV</title><country>UNITED KINGDOM</country><platformclass>31 Research vessel</platformclass><callsign>GOWS</callsign><commissioned>1971</commissioned><decommissioned>1998</decommissioned><notes>Research vessel was owned by the Scottish Executive Environment and Rural Affairs Department, Fisheries Research Services.</notes>
74A2	ASTRID	<country>UNITED KINGDOM</country><callsign>MKUE3</callsign>
74A3	ALISTER HARDY	<country>UNITED KINGDOM</country><platformclass>31 Research vessel</platformclass><commissioned>1953</commissioned><decommissioned>1977</decommissioned><notes>Research vessel owned by the University of Hong Kong, in service between 1953 and 1977.  Sold in 1977, fate unknown.</notes>
74A4	HMS ZAMBESI	<country>UNITED KINGDOM</country>
74A5	HMS ZEPHYR	<country>UNITED KINGDOM</country>
74A6	WRANGLER	<title>HMS</title><country>UNITED KINGDOM</country><platformclass>39 Naval vessel</platformclass><commissioned>1944-07-14</commissioned><decommissioned>1957</decommissioned><pennant>R48</pennant><notes>Royal Navy W-class destroyer.  Converted to a Type 15 anti-submarine frigate in 1951-52 and her pennant was changed to F157. Sold to South Africa and renamed Vyrstaat after decommissioning.</notes>
74A7	WOODBRIDGE HAVEN	<country>UNITED KINGDOM</country>
74A8	WHITEHEAD	<country>UNITED KINGDOM</country>
74A9	VERULAM	<title>HMS</title><country>UNITED KINGDOM</country><platformclass>39 Naval vessel</platformclass><commissioned>1943-12-12</commissioned><decommissioned>1970</decommissioned><pennant>R28</pennant><notes>Royal Navy V-class destroyer. Converted into a Type 15 frigate in the 1950s and given the new pennant F29. Scrapped after decommissioning.</notes>
74AA	CENTAUR	<country>UNITED KINGDOM</country>
74AB	CHARLES DARWIN	<title>RRS</title><IMO>8207941</IMO><country>UNITED KINGDOM</country><platformclass>31 Research vessel</platformclass><callsign>GDLS</callsign><commissioned>1985-02-13</commissioned><decommissioned>2006-06-30</decommissioned><notes>NERC deep-sea research vessel until sold in July 2006 and renamed Ocean Researcher.</notes>
74AC	ATLANTIC CAUSEWAY	<country>UNITED KINGDOM</country><platformclass>32 Vessel of opportunity</platformclass><commissioned>1969</commissioned><decommissioned>1986</decommissioned><notes>Cunard Line container vessel requisitioned by the navy during the Falklands War. Scrapped on decommissioning.</notes>
74AD	ERRADALE	<country>UNITED KINGDOM</country>
74AE	FARNELLA	<country>UNITED KINGDOM</country>
74AF	ROS CASTLE	<country>UNITED KINGDOM</country>
74AG	AGINCOURT	<title>HMS</title><country>UNITED KINGDOM</country><platformclass>39 Naval vessel</platformclass><commissioned>1947-06-25</commissioned><decommissioned>1972</decommissioned><pennant>D86</pennant><notes>Royal Navy Battle-class destroyer. Scrapped after decommissioning.</notes>
74AH	ACHERON	<country>UNITED KINGDOM</country>
74AI	AISNE	<title>HMS</title><country>UNITED KINGDOM</country><platformclass>39 Naval vessel</platformclass><commissioned>1947-03-20</commissioned><decommissioned>1968</decommissioned><pennant>D22</pennant><notes>Royal Navy Battle-class destroyer. Scrapped after decommissioning.</notes>
74AJ	ACT 3	<IMO>7052909</IMO><country>UNITED KINGDOM</country><platformclass>32 Vessel of opportunity</platformclass><callsign>GZKA</callsign><commissioned>1971</commissioned><decommissioned>1991-11-27</decommissioned><notes>Container carrier, renamed America Star in 1991.  Broken up in China in Jun 2003.</notes>
74AK	ARK ROYAL	<title>HMS</title><country>UNITED KINGDOM</country><platformclass>39 Naval vessel</platformclass><callsign>GCDG</callsign><commissioned>1985-11-01</commissioned><decommissioned>2011-03-11</decommissioned><pennant>R07</pennant><notes>Royal Navy Invincible-class aircraft carrier. Scrapped after decommissioning.</notes>
74AL	ALERT	<country>UNITED KINGDOM</country>
74AM	ARMADA	<title>HMS</title><country>UNITED KINGDOM</country><platformclass>39 Naval vessel</platformclass><commissioned>1945-07-02</commissioned><decommissioned>1960</decommissioned><pennant>D14</pennant><notes>Royal Navy Battle-class destroyer. Scrapped after decommissioning.</notes>
74AN	ANGLO NORSE	<country>UNITED KINGDOM</country>
74AO	AORA	<title>MV</title><country>UNITED KINGDOM</country><platformclass>36 Fishing vessel</platformclass><callsign>2JMN</callsign><commissioned>1985</commissioned><decommissioned>2003</decommissioned><notes>Built 1975. Aora was built for the University Marine Biological Station, Millport, Isle of Cumbrae, Scotland. Originally called Leander and registered as a fishing vessel. Name change in 1985 to MV Aora because of a name clash with the Royal Navy. Sold in 2003 to private owner and renamed Reliance.</notes><previous_name>Leander</previous_name>
74AP	APOLLO	<title>HMS</title><country>UNITED KINGDOM</country><platformclass>39 Naval vessel</platformclass><commissioned>1972-05-28</commissioned><decommissioned>1988-08-31</decommissioned><pennant>F70</pennant><notes>Royal Navy Leander-class frigate. Sold to Pakistan and renamed PNS Zulfiqar after decommissioning.</notes>
74AQ	ACT 4	<country>UNITED KINGDOM</country><platformclass>32 Vessel of opportunity</platformclass><callsign>C6JY6</callsign><commissioned>1971</commissioned><decommissioned>1992-01-12</decommissioned><notes>Container carrier, sold and renamed Melbourne Star 1992-01-12. Broken up in China in 2003.</notes>
74AR	ARGUS	<title>RFA</title><country>UNITED KINGDOM</country><platformclass>39 Naval vessel</platformclass><callsign>GDSA</callsign><commissioned>1988-06-01</commissioned><pennant>A135</pennant><notes>Royal Fleet Auxiliary, aviation training and primary casualty reception ship. Built in Italy as the container ship Contender Bezant, she was taken up from trade by the RFA during the Falklands War and subsequently converted by Harland and Wolff in Belfast before being accepted into RFA service in 1988.</notes><previous_name>Contender Bezant</previous_name>
74AS	ACT 6	<IMO>7226275</IMO><country>UNITED KINGDOM</country><platformclass>32 Vessel of opportunity</platformclass><callsign>C6JZ3</callsign><commissioned>1972-12-22</commissioned><decommissioned>1992-01-28</decommissioned><notes>Container carrier.  Sold and renamed Queensland Star Jan 1992. Vessel was broken up in China in 2003.</notes>
74AT	CALEDONIA	<IMO>7930682</IMO><country>UNITED KINGDOM</country><callsign>P3GZ3</callsign><commissioned>1989-05-20</commissioned><decommissioned>1993-04-28</decommissioned><previous_name>South Champion</previous_name>
74AU	ST AUSTELL BAY	<title>HMS</title><country>UNITED KINGDOM</country><platformclass>39 Naval vessel</platformclass><commissioned>1945-05-29</commissioned><decommissioned>1956-08</decommissioned><pennant>K634</pennant><notes>Royal Navy Bay-class anti-aircraft frigate. Scrapped after decommissioning.</notes>
74AV	LAKE BIWA	<country>UNITED KINGDOM</country>
74AW	STARELLA	<country>UNITED KINGDOM</country>
74AX	CITY OF PERTH	<country>UNITED KINGDOM</country>
74AY	CITY OF HARTLEPOOL	<IMO>7709980</IMO><country>UNITED KINGDOM</country><platformclass>35 Vessel of opportunity on fixed route</platformclass><commissioned>1979-05-14</commissioned><decommissioned>1984-05-08</decommissioned><notes>Container vessel used as ship of opportunity to collect CPR data for SAHFOS. Re-registered in the Bahamas 1984-09-03 as Laxfoss, re-registered in the UK as City of Manchester 7Sep 1985-09-07. Re-registered in the Isle of Man 1991-11-01. Re-registered in the Netherlands Antilles as the City 2007-06-02.</notes>
74AZ	NARNIAN SEA	<country>UNITED KINGDOM</country>
74B0	Bountiful	<country>UNITED KINGDOM</country><platformclass>36 Fishing vessel</platformclass><callsign>MGBT9</callsign><pennant>BF79</pennant><notes>Built in Buckie, Port Fraserburgh, FRS Charter Vessel, GT133, RSS no. A10543, MMSI No. 234439000</notes>
74B1	BROADSWORD	<country>UNITED KINGDOM</country>
74B2	BEAGLE	<title>HMS</title><country>UNITED KINGDOM</country><platformclass>39 Naval vessel</platformclass><callsign>GXBH</callsign><commissioned>1968-05-09</commissioned><decommissioned>2002-02-07</decommissioned><pennant>H319</pennant><notes>Royal Navy Bulldog-class hydrographic survey ship. Pennant was changed to H319 from A319 in 1988 along with other ships to specifically identify survey vessels. Sold after decommissioning.</notes>
74B3	BRITISH FORTH	<country>UNITED KINGDOM</country>
74B4	BRITISH BOMBARDIER	<country>UNITED KINGDOM</country>
74B5	BRITISH PATIENCE	<country>UNITED KINGDOM</country>
74B6	BRIARTHORN	<country>UNITED KINGDOM</country><callsign>GBPN</callsign>
74B7	BOTANY BAY	<country>UNITED KINGDOM</country>
74B8	ENCOUNTER BAY	<country>UNITED KINGDOM</country>
74B9	BIBI	<country>UNITED KINGDOM</country><callsign>VSBI3</callsign>
74BA	BARFLEUR	<title>HMS</title><country>UNITED KINGDOM</country><platformclass>39 Naval vessel</platformclass><commissioned>1944-09-14</commissioned><decommissioned>1958</decommissioned><pennant>D80</pennant><notes>Royal Navy Battle-class destroyer.  Scrapped after decommissioning.</notes>
74BB	BAHAMA BANK	<country>UNITED KINGDOM</country>
74BC	BERWICK	<title>HMS</title><country>UNITED KINGDOM</country><platformclass>39 Naval vessel</platformclass><commissioned>1961-06-01</commissioned><decommissioned>1985</decommissioned><pennant>F115</pennant><notes>Royal Navy Type 12 Rothesay-class frigate. Sunk as a target after decommissioning.</notes>
74BD	BOYNE	<country>UNITED KINGDOM</country>
74BE	BEAUFORT	<title>HMS</title><country>UNITED KINGDOM</country><platformclass>39 Naval vessel</platformclass><commissioned>1920</commissioned><decommissioned>1938</decommissioned><notes>Started as a minesweeper named Ambleside but renamed and completed as a survey vessel in 1920. Sold in 1938.  Data at ICES from 1929 to 1935.</notes>
74BF	BULLFINCH	<country>UNITED KINGDOM</country>
74BG	BRIGHTON	<title>HMS</title><country>UNITED KINGDOM</country><platformclass>39 Naval vessel</platformclass><commissioned>1961-10</commissioned><decommissioned>1981</decommissioned><pennant>F106</pennant><notes>Royal Navy Type 12 Rothesay-class frigate. Scrapped after decommissioning.</notes>
74BH	MARCEL BAYARD	<country>UNITED KINGDOM</country>
74BI	BIGBURY BAY	<title>HMS</title><country>UNITED KINGDOM</country><platformclass>39 Naval vessel</platformclass><commissioned>1945-07-10</commissioned><decommissioned>1959-05-12</decommissioned><pennant>K606</pennant><notes>Royal Navy Bay-class anti-aircraft frigate. Sold to Portugal and renamed NRP Pacheco Pereira after decommissioning.</notes>
